test,subject,stimulus,result,section,signal_type,source,stimulus_signal
test_14,20,Active,82,4,organ,"NA",Active_organ
test_14,2,Active,47,4,organ,"NA",Active_organ
test_14,3,Active,67,4,organ,"NA",Active_organ
test_14,4,Active,90,4,organ,"NA",Active_organ
test_14,5,Active,83,4,organ,"NA",Active_organ
test_14,6,Active,74,4,organ,"NA",Active_organ
test_14,7,Active,71,4,organ,"NA",Active_organ
test_14,8,Active,74,4,organ,"NA",Active_organ
test_14,9,Active,80,4,organ,"NA",Active_organ
test_14,10,Reference,100,4,organ,"NA",Reference_organ
test_14,11,Reference,100,4,organ,"NA",Reference_organ
test_14,12,Reference,100,4,organ,"NA",Reference_organ
test_14,13,Reference,100,4,organ,"NA",Reference_organ
test_14,14,Reference,100,4,organ,"NA",Reference_organ
test_14,15,Reference,100,4,organ,"NA",Reference_organ
test_14,17,Reference,100,4,organ,"NA",Reference_organ
test_14,18,Reference,100,4,organ,"NA",Reference_organ
test_14,19,Reference,100,4,organ,"NA",Reference_organ
test_14,1,Reference,100,4,organ,"NA",Reference_organ
test_14,20,Reference,100,4,organ,"NA",Reference_organ
test_14,2,Reference,100,4,organ,"NA",Reference_organ
test_14,3,Reference,100,4,organ,"NA",Reference_organ
test_14,4,Reference,100,4,organ,"NA",Reference_organ
test_14,5,Reference,100,4,organ,"NA",Reference_organ
test_14,6,Reference,100,4,organ,"NA",Reference_organ
test_14,7,Reference,100,4,organ,"NA",Reference_organ
test_14,8,Reference,100,4,organ,"NA",Reference_organ
test_14,9,Reference,100,4,organ,"NA",Reference_organ
test_15,10,Passive,87,4,choir,"NA",Passive_choir
test_15,11,Passive,57,4,choir,"NA",Passive_choir
test_15,12,Passive,68,4,choir,"NA",Passive_choir
test_15,13,Passive,44,4,choir,"NA",Passive_choir
test_15,14,Passive,81,4,choir,"NA",Passive_choir
test_15,15,Passive,60,4,choir,"NA",Passive_choir
test_15,17,Passive,61,4,choir,"NA",Passive_choir
test_15,18,Passive,70,4,choir,"NA",Passive_choir
test_15,19,Passive,52,4,choir,"NA",Passive_choir
test_15,1,Passive,75,4,choir,"NA",Passive_choir
test_15,20,Passive,89,4,choir,"NA",Passive_choir
test_15,2,Passive,41,4,choir,"NA",Passive_choir
test_15,3,Passive,68,4,choir,"NA",Passive_choir
test_15,4,Passive,70,4,choir,"NA",Passive_choir
test_15,5,Passive,88,4,choir,"NA",Passive_choir
test_15,6,Passive,95,4,choir,"NA",Passive_choir
test_15,7,Passive,29,4,choir,"NA",Passive_choir
test_15,8,Passive,65,4,choir,"NA",Passive_choir
test_15,9,Passive,50,4,choir,"NA",Passive_choir
test_15,10,Anchor,12,4,choir,"NA",Anchor_choir
test_15,11,Anchor,0,4,choir,"NA",Anchor_choir
test_15,12,Anchor,9,4,choir,"NA",Anchor_choir
test_15,13,Anchor,18,4,choir,"NA",Anchor_choir
test_15,14,Anchor,0,4,choir,"NA",Anchor_choir
test_15,15,Anchor,0,4,choir,"NA",Anchor_choir
test_15,17,Anchor,0,4,choir,"NA",Anchor_choir
test_15,18,Anchor,0,4,choir,"NA",Anchor_choir
test_15,19,Anchor,27,4,choir,"NA",Anchor_choir
test_15,1,Anchor,24,4,choir,"NA",Anchor_choir
test_15,20,Anchor,20,4,choir,"NA",Anchor_choir
test_15,2,Anchor,9,4,choir,"NA",Anchor_choir
test_15,3,Anchor,100,4,choir,"NA",Anchor_choir
test_15,4,Anchor,30,4,choir,"NA",Anchor_choir
test_15,5,Anchor,51,4,choir,"NA",Anchor_choir
test_15,6,Anchor,13,4,choir,"NA",Anchor_choir
test_15,7,Anchor,1,4,choir,"NA",Anchor_choir
test_15,8,Anchor,23,4,choir,"NA",Anchor_choir
test_15,9,Anchor,30,4,choir,"NA",Anchor_choir
test_15,10,Hybrid,53,4,choir,"NA",Hybrid_choir
test_15,11,Hybrid,71,4,choir,"NA",Hybrid_choir
test_15,12,Hybrid,74,4,choir,"NA",Hybrid_choir
test_15,13,Hybrid,58,4,choir,"NA",Hybrid_choir
test_15,14,Hybrid,71,4,choir,"NA",Hybrid_choir
test_15,15,Hybrid,40,4,choir,"NA",Hybrid_choir
test_15,17,Hybrid,41,4,choir,"NA",Hybrid_choir
test_15,18,Hybrid,83,4,choir,"NA",Hybrid_choir
test_15,19,Hybrid,64,4,choir,"NA",Hybrid_choir
test_15,1,Hybrid,59,4,choir,"NA",Hybrid_choir
test_15,20,Hybrid,71,4,choir,"NA",Hybrid_choir
test_15,2,Hybrid,36,4,choir,"NA",Hybrid_choir
test_15,3,Hybrid,100,4,choir,"NA",Hybrid_choir
test_15,4,Hybrid,60,4,choir,"NA",Hybrid_choir
test_15,5,Hybrid,88,4,choir,"NA",Hybrid_choir
test_15,6,Hybrid,65,4,choir,"NA",Hybrid_choir
test_15,7,Hybrid,42,4,choir,"NA",Hybrid_choir
test_15,8,Hybrid,65,4,choir,"NA",Hybrid_choir
test_15,9,Hybrid,70,4,choir,"NA",Hybrid_choir
test_15,10,Active,54,4,choir,"NA",Active_choir
test_15,11,Active,62,4,choir,"NA",Active_choir
test_15,12,Active,61,4,choir,"NA",Active_choir
test_15,13,Active,46,4,choir,"NA",Active_choir
test_15,14,Active,66,4,choir,"NA",Active_choir
test_15,15,Active,80,4,choir,"NA",Active_choir
test_15,17,Active,50,4,choir,"NA",Active_choir
test_15,18,Active,77,4,choir,"NA",Active_choir
test_15,19,Active,56,4,choir,"NA",Active_choir
test_15,1,Active,76,4,choir,"NA",Active_choir
test_15,20,Active,49,4,choir,"NA",Active_choir
test_15,2,Active,30,4,choir,"NA",Active_choir
test_15,3,Active,81,4,choir,"NA",Active_choir
test_15,4,Active,60,4,choir,"NA",Active_choir
test_15,5,Active,61,4,choir,"NA",Active_choir
test_15,6,Active,75,4,choir,"NA",Active_choir
test_15,7,Active,87,4,choir,"NA",Active_choir
test_15,8,Active,51,4,choir,"NA",Active_choir
test_15,9,Active,40,4,choir,"NA",Active_choir
test_15,10,Reference,100,4,choir,"NA",Reference_choir
test_15,11,Reference,100,4,choir,"NA",Reference_choir
test_15,12,Reference,100,4,choir,"NA",Reference_choir
test_15,13,Reference,100,4,choir,"NA",Reference_choir
test_15,14,Reference,100,4,choir,"NA",Reference_choir
test_15,15,Reference,100,4,choir,"NA",Reference_choir
test_15,17,Reference,100,4,choir,"NA",Reference_choir
test_15,18,Reference,100,4,choir,"NA",Reference_choir
test_15,19,Reference,100,4,choir,"NA",Reference_choir
test_15,1,Reference,100,4,choir,"NA",Reference_choir
test_15,20,Reference,100,4,choir,"NA",Reference_choir
test_15,2,Reference,100,4,choir,"NA",Reference_choir
test_15,3,Reference,100,4,choir,"NA",Reference_choir
test_15,4,Reference,100,4,choir,"NA",Reference_choir
test_15,5,Reference,100,4,choir,"NA",Reference_choir
test_15,6,Reference,100,4,choir,"NA",Reference_choir
test_15,7,Reference,100,4,choir,"NA",Reference_choir
test_15,8,Reference,100,4,choir,"NA",Reference_choir
test_15,9,Reference,100,4,choir,"NA",Reference_choir
test_16,10,Passive,73,5,trio,"NA",Passive_trio
test_16,11,Passive,71,5,trio,"NA",Passive_trio
test_16,12,Passive,83,5,trio,"NA",Passive_trio
test_16,13,Passive,67,5,trio,"NA",Passive_trio
test_16,14,Passive,71,5,trio,"NA",Passive_trio
test_16,15,Passive,47,5,trio,"NA",Passive_trio
test_16,17,Passive,43,5,trio,"NA",Passive_trio
test_16,18,Passive,73,5,trio,"NA",Passive_trio
test_16,19,Passive,64,5,trio,"NA",Passive_trio
test_16,1,Passive,59,5,trio,"NA",Passive_trio
test_16,20,Passive,49,5,trio,"NA",Passive_trio
test_16,2,Passive,35,5,trio,"NA",Passive_trio
test_16,3,Passive,88,5,trio,"NA",Passive_trio
test_16,4,Passive,76,5,trio,"NA",Passive_trio
test_16,5,Passive,88,5,trio,"NA",Passive_trio
test_16,6,Passive,73,5,trio,"NA",Passive_trio
test_16,7,Passive,34,5,trio,"NA",Passive_trio
test_16,8,Passive,82,5,trio,"NA",Passive_trio
test_16,9,Passive,51,5,trio,"NA",Passive_trio
test_16,10,Anchor,34,5,trio,"NA",Anchor_trio
test_16,11,Anchor,0,5,trio,"NA",Anchor_trio
test_16,12,Anchor,3,5,trio,"NA",Anchor_trio
test_16,13,Anchor,16,5,trio,"NA",Anchor_trio
test_16,14,Anchor,0,5,trio,"NA",Anchor_trio
test_16,15,Anchor,0,5,trio,"NA",Anchor_trio
test_16,17,Anchor,0,5,trio,"NA",Anchor_trio
test_16,18,Anchor,0,5,trio,"NA",Anchor_trio
test_16,19,Anchor,51,5,trio,"NA",Anchor_trio
test_16,1,Anchor,9,5,trio,"NA",Anchor_trio
test_16,20,Anchor,0,5,trio,"NA",Anchor_trio
test_16,2,Anchor,14,5,trio,"NA",Anchor_trio
test_16,3,Anchor,40,5,trio,"NA",Anchor_trio
test_16,4,Anchor,11,5,trio,"NA",Anchor_trio
test_16,5,Anchor,40,5,trio,"NA",Anchor_trio
test_16,6,Anchor,12,5,trio,"NA",Anchor_trio
test_16,7,Anchor,1,5,trio,"NA",Anchor_trio
test_16,8,Anchor,6,5,trio,"NA",Anchor_trio
test_16,9,Anchor,0,5,trio,"NA",Anchor_trio
test_16,10,Hybrid,90,5,trio,"NA",Hybrid_trio
test_16,11,Hybrid,63,5,trio,"NA",Hybrid_trio
test_16,12,Hybrid,86,5,trio,"NA",Hybrid_trio
test_16,13,Hybrid,51,5,trio,"NA",Hybrid_trio
test_16,14,Hybrid,41,5,trio,"NA",Hybrid_trio
test_16,15,Hybrid,48,5,trio,"NA",Hybrid_trio
test_16,17,Hybrid,61,5,trio,"NA",Hybrid_trio
test_16,18,Hybrid,61,5,trio,"NA",Hybrid_trio
test_16,19,Hybrid,57,5,trio,"NA",Hybrid_trio
test_16,1,Hybrid,69,5,trio,"NA",Hybrid_trio
test_16,20,Hybrid,80,5,trio,"NA",Hybrid_trio
test_16,2,Hybrid,50,5,trio,"NA",Hybrid_trio
test_16,3,Hybrid,85,5,trio,"NA",Hybrid_trio
test_16,4,Hybrid,84,5,trio,"NA",Hybrid_trio
test_16,5,Hybrid,96,5,trio,"NA",Hybrid_trio
test_16,6,Hybrid,78,5,trio,"NA",Hybrid_trio
test_16,7,Hybrid,50,5,trio,"NA",Hybrid_trio
test_16,8,Hybrid,92,5,trio,"NA",Hybrid_trio
test_16,9,Hybrid,50,5,trio,"NA",Hybrid_trio
test_16,10,Active,58,5,trio,"NA",Active_trio
test_16,11,Active,76,5,trio,"NA",Active_trio
test_16,12,Active,89,5,trio,"NA",Active_trio
test_16,13,Active,87,5,trio,"NA",Active_trio
test_16,14,Active,71,5,trio,"NA",Active_trio
test_16,15,Active,48,5,trio,"NA",Active_trio
test_16,17,Active,41,5,trio,"NA",Active_trio
test_16,18,Active,78,5,trio,"NA",Active_trio
test_16,19,Active,46,5,trio,"NA",Active_trio
test_16,1,Active,56,5,trio,"NA",Active_trio
test_16,20,Active,80,5,trio,"NA",Active_trio
test_16,2,Active,50,5,trio,"NA",Active_trio
test_16,3,Active,100,5,trio,"NA",Active_trio
test_16,4,Active,83,5,trio,"NA",Active_trio
test_16,5,Active,93,5,trio,"NA",Active_trio
test_16,6,Active,94,5,trio,"NA",Active_trio
test_16,7,Active,20,5,trio,"NA",Active_trio
test_16,8,Active,84,5,trio,"NA",Active_trio
test_16,9,Active,60,5,trio,"NA",Active_trio
test_16,10,Reference,100,5,trio,"NA",Reference_trio
test_16,11,Reference,100,5,trio,"NA",Reference_trio
test_16,12,Reference,100,5,trio,"NA",Reference_trio
test_16,13,Reference,100,5,trio,"NA",Reference_trio
test_16,14,Reference,100,5,trio,"NA",Reference_trio
test_16,15,Reference,100,5,trio,"NA",Reference_trio
test_16,17,Reference,100,5,trio,"NA",Reference_trio
test_16,18,Reference,100,5,trio,"NA",Reference_trio
test_16,19,Reference,100,5,trio,"NA",Reference_trio
test_16,1,Reference,100,5,trio,"NA",Reference_trio
test_16,20,Reference,100,5,trio,"NA",Reference_trio
test_16,2,Reference,100,5,trio,"NA",Reference_trio
test_16,3,Reference,100,5,trio,"NA",Reference_trio
test_16,4,Reference,100,5,trio,"NA",Reference_trio
test_16,5,Reference,100,5,trio,"NA",Reference_trio
test_16,6,Reference,100,5,trio,"NA",Reference_trio
test_16,7,Reference,100,5,trio,"NA",Reference_trio
test_16,8,Reference,100,5,trio,"NA",Reference_trio
test_16,9,Reference,100,5,trio,"NA",Reference_trio
test_17,10,Passive,91,5,choir,"NA",Passive_choir
test_17,11,Passive,64,5,choir,"NA",Passive_choir
test_17,12,Passive,97,5,choir,"NA",Passive_choir
test_17,13,Passive,91,5,choir,"NA",Passive_choir
test_17,14,Passive,72,5,choir,"NA",Passive_choir
test_17,15,Passive,80,5,choir,"NA",Passive_choir
test_17,17,Passive,81,5,choir,"NA",Passive_choir
test_17,18,Passive,78,5,choir,"NA",Passive_choir
test_17,19,Passive,92,5,choir,"NA",Passive_choir
test_17,1,Passive,59,5,choir,"NA",Passive_choir
test_17,20,Passive,100,5,choir,"NA",Passive_choir
test_17,2,Passive,80,5,choir,"NA",Passive_choir
test_17,3,Passive,98,5,choir,"NA",Passive_choir
test_17,4,Passive,92,5,choir,"NA",Passive_choir
test_17,5,Passive,93,5,choir,"NA",Passive_choir
test_17,6,Passive,98,5,choir,"NA",Passive_choir
test_17,7,Passive,45,5,choir,"NA",Passive_choir
test_17,8,Passive,85,5,choir,"NA",Passive_choir
test_17,9,Passive,80,5,choir,"NA",Passive_choir
test_17,10,Anchor,10,5,choir,"NA",Anchor_choir
test_17,11,Anchor,0,5,choir,"NA",Anchor_choir
test_17,12,Anchor,2,5,choir,"NA",Anchor_choir
test_17,13,Anchor,14,5,choir,"NA",Anchor_choir
test_17,14,Anchor,0,5,choir,"NA",Anchor_choir
test_17,15,Anchor,0,5,choir,"NA",Anchor_choir
test_17,17,Anchor,0,5,choir,"NA",Anchor_choir
test_17,18,Anchor,0,5,choir,"NA",Anchor_choir
test_17,19,Anchor,5,5,choir,"NA",Anchor_choir
test_17,1,Anchor,11,5,choir,"NA",Anchor_choir
test_17,20,Anchor,0,5,choir,"NA",Anchor_choir
test_17,2,Anchor,11,5,choir,"NA",Anchor_choir
test_17,3,Anchor,43,5,choir,"NA",Anchor_choir
test_17,4,Anchor,14,5,choir,"NA",Anchor_choir
test_17,5,Anchor,43,5,choir,"NA",Anchor_choir
test_17,6,Anchor,10,5,choir,"NA",Anchor_choir
test_17,7,Anchor,1,5,choir,"NA",Anchor_choir
test_17,8,Anchor,3,5,choir,"NA",Anchor_choir
test_17,9,Anchor,0,5,choir,"NA",Anchor_choir
test_17,10,Hybrid,100,5,choir,"NA",Hybrid_choir
test_17,11,Hybrid,74,5,choir,"NA",Hybrid_choir
test_17,12,Hybrid,91,5,choir,"NA",Hybrid_choir
test_17,13,Hybrid,76,5,choir,"NA",Hybrid_choir
test_17,14,Hybrid,40,5,choir,"NA",Hybrid_choir
test_17,15,Hybrid,80,5,choir,"NA",Hybrid_choir
test_17,17,Hybrid,45,5,choir,"NA",Hybrid_choir
test_17,18,Hybrid,62,5,choir,"NA",Hybrid_choir
test_17,19,Hybrid,82,5,choir,"NA",Hybrid_choir
test_17,1,Hybrid,98,5,choir,"NA",Hybrid_choir
test_17,20,Hybrid,60,5,choir,"NA",Hybrid_choir
test_17,2,Hybrid,76,5,choir,"NA",Hybrid_choir
test_17,3,Hybrid,100,5,choir,"NA",Hybrid_choir
test_17,4,Hybrid,85,5,choir,"NA",Hybrid_choir
test_17,5,Hybrid,80,5,choir,"NA",Hybrid_choir
test_17,6,Hybrid,90,5,choir,"NA",Hybrid_choir
test_17,7,Hybrid,70,5,choir,"NA",Hybrid_choir
test_17,8,Hybrid,84,5,choir,"NA",Hybrid_choir
test_17,9,Hybrid,65,5,choir,"NA",Hybrid_choir
test_17,10,Active,100,5,choir,"NA",Active_choir
test_17,11,Active,74,5,choir,"NA",Active_choir
test_17,12,Active,94,5,choir,"NA",Active_choir
test_17,13,Active,89,5,choir,"NA",Active_choir
test_17,14,Active,61,5,choir,"NA",Active_choir
test_17,15,Active,80,5,choir,"NA",Active_choir
test_17,17,Active,82,5,choir,"NA",Active_choir
test_17,18,Active,84,5,choir,"NA",Active_choir
test_17,19,Active,91,5,choir,"NA",Active_choir
test_17,1,Active,84,5,choir,"NA",Active_choir
test_17,20,Active,81,5,choir,"NA",Active_choir
test_17,2,Active,80,5,choir,"NA",Active_choir
test_17,3,Active,97,5,choir,"NA",Active_choir
test_17,4,Active,93,5,choir,"NA",Active_choir
test_17,5,Active,93,5,choir,"NA",Active_choir
test_17,6,Active,74,5,choir,"NA",Active_choir
test_17,7,Active,88,5,choir,"NA",Active_choir
test_17,8,Active,89,5,choir,"NA",Active_choir
test_17,9,Active,80,5,choir,"NA",Active_choir
test_17,10,Reference,100,5,choir,"NA",Reference_choir
test_17,11,Reference,100,5,choir,"NA",Reference_choir
test_17,12,Reference,100,5,choir,"NA",Reference_choir
test_17,13,Reference,100,5,choir,"NA",Reference_choir
test_17,14,Reference,100,5,choir,"NA",Reference_choir
test_17,15,Reference,100,5,choir,"NA",Reference_choir
test_17,17,Reference,100,5,choir,"NA",Reference_choir
test_17,18,Reference,100,5,choir,"NA",Reference_choir
test_17,19,Reference,100,5,choir,"NA",Reference_choir
test_17,1,Reference,100,5,choir,"NA",Reference_choir
test_17,20,Reference,100,5,choir,"NA",Reference_choir
test_17,2,Reference,100,5,choir,"NA",Reference_choir
test_17,3,Reference,100,5,choir,"NA",Reference_choir
test_17,4,Reference,100,5,choir,"NA",Reference_choir
test_17,5,Reference,100,5,choir,"NA",Reference_choir
test_17,6,Reference,100,5,choir,"NA",Reference_choir
test_17,7,Reference,100,5,choir,"NA",Reference_choir
test_17,8,Reference,100,5,choir,"NA",Reference_choir
test_17,9,Reference,100,5,choir,"NA",Reference_choir
test_18,10,Passive,68,6,outdoor scene,"NA",Passive_outdoor scene
test_18,11,Passive,34,6,outdoor scene,"NA",Passive_outdoor scene
test_18,12,Passive,62,6,outdoor scene,"NA",Passive_outdoor scene
test_18,13,Passive,63,6,outdoor scene,"NA",Passive_outdoor scene
test_18,14,Passive,60,6,outdoor scene,"NA",Passive_outdoor scene
test_18,15,Passive,69,6,outdoor scene,"NA",Passive_outdoor scene
test_18,17,Passive,49,6,outdoor scene,"NA",Passive_outdoor scene
test_18,18,Passive,51,6,outdoor scene,"NA",Passive_outdoor scene
test_18,19,Passive,62,6,outdoor scene,"NA",Passive_outdoor scene
test_18,1,Passive,51,6,outdoor scene,"NA",Passive_outdoor scene
test_18,20,Passive,39,6,outdoor scene,"NA",Passive_outdoor scene
test_18,2,Passive,38,6,outdoor scene,"NA",Passive_outdoor scene
test_18,3,Passive,86,6,outdoor scene,"NA",Passive_outdoor scene
test_18,4,Passive,75,6,outdoor scene,"NA",Passive_outdoor scene
test_18,5,Passive,60,6,outdoor scene,"NA",Passive_outdoor scene
test_18,6,Passive,85,6,outdoor scene,"NA",Passive_outdoor scene
test_18,7,Passive,10,6,outdoor scene,"NA",Passive_outdoor scene
test_18,8,Passive,51,6,outdoor scene,"NA",Passive_outdoor scene
test_18,9,Passive,55,6,outdoor scene,"NA",Passive_outdoor scene
test_18,10,Anchor,10,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,11,Anchor,0,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,12,Anchor,0,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,13,Anchor,38,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,14,Anchor,0,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,15,Anchor,0,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,17,Anchor,0,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,18,Anchor,0,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,19,Anchor,1,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,1,Anchor,10,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,20,Anchor,0,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,2,Anchor,10,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,3,Anchor,21,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,4,Anchor,38,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,5,Anchor,41,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,6,Anchor,35,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,7,Anchor,1,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,8,Anchor,8,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,9,Anchor,0,6,outdoor scene,"NA",Anchor_outdoor scene
test_18,10,Hybrid,48,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,11,Hybrid,30,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,12,Hybrid,84,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,13,Hybrid,62,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,14,Hybrid,50,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,15,Hybrid,51,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,17,Hybrid,30,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,18,Hybrid,30,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,19,Hybrid,59,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,1,Hybrid,40,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,20,Hybrid,40,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,2,Hybrid,47,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,3,Hybrid,77,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,4,Hybrid,79,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,5,Hybrid,63,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,6,Hybrid,75,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,7,Hybrid,20,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,8,Hybrid,58,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,9,Hybrid,75,6,outdoor scene,"NA",Hybrid_outdoor scene
test_18,10,Active,86,6,outdoor scene,"NA",Active_outdoor scene
test_18,11,Active,38,6,outdoor scene,"NA",Active_outdoor scene
test_18,12,Active,82,6,outdoor scene,"NA",Active_outdoor scene
test_18,13,Active,51,6,outdoor scene,"NA",Active_outdoor scene
test_18,14,Active,69,6,outdoor scene,"NA",Active_outdoor scene
test_18,15,Active,81,6,outdoor scene,"NA",Active_outdoor scene
test_18,17,Active,69,6,outdoor scene,"NA",Active_outdoor scene
test_18,18,Active,74,6,outdoor scene,"NA",Active_outdoor scene
test_18,19,Active,78,6,outdoor scene,"NA",Active_outdoor scene
test_18,1,Active,72,6,outdoor scene,"NA",Active_outdoor scene
test_18,20,Active,68,6,outdoor scene,"NA",Active_outdoor scene
test_18,2,Active,50,6,outdoor scene,"NA",Active_outdoor scene
test_18,3,Active,79,6,outdoor scene,"NA",Active_outdoor scene
test_18,4,Active,68,6,outdoor scene,"NA",Active_outdoor scene
test_18,5,Active,86,6,outdoor scene,"NA",Active_outdoor scene
test_18,6,Active,92,6,outdoor scene,"NA",Active_outdoor scene
test_18,7,Active,30,6,outdoor scene,"NA",Active_outdoor scene
test_18,8,Active,65,6,outdoor scene,"NA",Active_outdoor scene
test_18,9,Active,60,6,outdoor scene,"NA",Active_outdoor scene
test_18,10,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,11,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,12,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,13,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,14,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,15,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,17,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,18,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,19,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,1,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,20,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,2,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,3,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,4,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,5,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,6,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,7,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,8,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_18,9,Reference,100,6,outdoor scene,"NA",Reference_outdoor scene
test_19,10,Passive,70,6,indoor scene,"NA",Passive_indoor scene
test_19,11,Passive,100,6,indoor scene,"NA",Passive_indoor scene
test_19,12,Passive,83,6,indoor scene,"NA",Passive_indoor scene
test_19,13,Passive,54,6,indoor scene,"NA",Passive_indoor scene
test_19,14,Passive,69,6,indoor scene,"NA",Passive_indoor scene
test_19,15,Passive,70,6,indoor scene,"NA",Passive_indoor scene
test_19,17,Passive,47,6,indoor scene,"NA",Passive_indoor scene
test_19,18,Passive,62,6,indoor scene,"NA",Passive_indoor scene
test_19,19,Passive,50,6,indoor scene,"NA",Passive_indoor scene
test_19,1,Passive,88,6,indoor scene,"NA",Passive_indoor scene
test_19,20,Passive,51,6,indoor scene,"NA",Passive_indoor scene
test_19,2,Passive,63,6,indoor scene,"NA",Passive_indoor scene
test_19,3,Passive,100,6,indoor scene,"NA",Passive_indoor scene
test_19,4,Passive,82,6,indoor scene,"NA",Passive_indoor scene
test_19,5,Passive,83,6,indoor scene,"NA",Passive_indoor scene
test_19,6,Passive,95,6,indoor scene,"NA",Passive_indoor scene
test_19,7,Passive,29,6,indoor scene,"NA",Passive_indoor scene
test_19,8,Passive,88,6,indoor scene,"NA",Passive_indoor scene
test_19,9,Passive,70,6,indoor scene,"NA",Passive_indoor scene
test_19,10,Anchor,12,6,indoor scene,"NA",Anchor_indoor scene
test_19,11,Anchor,0,6,indoor scene,"NA",Anchor_indoor scene
test_19,12,Anchor,1,6,indoor scene,"NA",Anchor_indoor scene
test_19,13,Anchor,28,6,indoor scene,"NA",Anchor_indoor scene
test_19,14,Anchor,0,6,indoor scene,"NA",Anchor_indoor scene
test_19,15,Anchor,0,6,indoor scene,"NA",Anchor_indoor scene
test_19,17,Anchor,0,6,indoor scene,"NA",Anchor_indoor scene
test_19,18,Anchor,0,6,indoor scene,"NA",Anchor_indoor scene
test_19,19,Anchor,0,6,indoor scene,"NA",Anchor_indoor scene
test_19,1,Anchor,12,6,indoor scene,"NA",Anchor_indoor scene
test_19,20,Anchor,0,6,indoor scene,"NA",Anchor_indoor scene
test_19,2,Anchor,12,6,indoor scene,"NA",Anchor_indoor scene
test_19,3,Anchor,28,6,indoor scene,"NA",Anchor_indoor scene
test_19,4,Anchor,20,6,indoor scene,"NA",Anchor_indoor scene
test_19,5,Anchor,39,6,indoor scene,"NA",Anchor_indoor scene
test_19,6,Anchor,10,6,indoor scene,"NA",Anchor_indoor scene
test_19,7,Anchor,1,6,indoor scene,"NA",Anchor_indoor scene
test_19,8,Anchor,11,6,indoor scene,"NA",Anchor_indoor scene
test_19,9,Anchor,0,6,indoor scene,"NA",Anchor_indoor scene
test_19,10,Hybrid,50,6,indoor scene,"NA",Hybrid_indoor scene
test_19,11,Hybrid,64,6,indoor scene,"NA",Hybrid_indoor scene
test_19,12,Hybrid,74,6,indoor scene,"NA",Hybrid_indoor scene
test_19,13,Hybrid,56,6,indoor scene,"NA",Hybrid_indoor scene
